::1 - - [22/May/2024:10:58:02 +0000] "GET /api/transactions?month=March&search=laptop&page=1&perPage=10%0A HTTP/1.1" 200 29 "-" "PostmanRuntime/7.37.3"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/transactions?month=March&search=&page=1&perPage=10 HTTP/1.1" 200 19 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/statistics?month=March HTTP/1.1" 200 62 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/bar-chart?month=March HTTP/1.1" 200 500 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/pie-chart?month=March HTTP/1.1" 200 2 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/transactions?month=March&search=&page=1&perPage=10 HTTP/1.1" 200 19 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/statistics?month=March HTTP/1.1" 200 62 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/pie-chart?month=March HTTP/1.1" 200 2 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:11:33:12 +0000] "GET /api/bar-chart?month=March HTTP/1.1" 200 500 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/transactions?month=March&search=&page=1&perPage=10 HTTP/1.1" 200 19 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/statistics?month=March HTTP/1.1" 200 62 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/bar-chart?month=March HTTP/1.1" 200 500 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/pie-chart?month=March HTTP/1.1" 200 2 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/transactions?month=March&search=&page=1&perPage=10 HTTP/1.1" 200 19 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/statistics?month=March HTTP/1.1" 200 62 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/bar-chart?month=March HTTP/1.1" 200 500 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:18:09 +0000] "GET /api/pie-chart?month=March HTTP/1.1" 200 2 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
::1 - - [22/May/2024:15:24:46 +0000] "GET /init/init HTTP/1.1" 200 34 "-" "PostmanRuntime/7.37.3"
::1 - - [22/May/2024:15:25:01 +0000] "GET /api/pie-chart?month=March HTTP/1.1" 200 2 "-" "PostmanRuntime/7.37.3"
::1 - - [22/May/2024:15:26:25 +0000] "GET /init HTTP/1.1" 404 143 "-" "axios/1.7.2"
::1 - - [22/May/2024:15:28:51 +0000] "GET /init/ HTTP/1.1" 404 144 "-" "PostmanRuntime/7.37.3"
::1 - - [22/May/2024:15:28:57 +0000] "GET /init HTTP/1.1" 404 143 "-" "PostmanRuntime/7.37.3"
::1 - - [22/May/2024:15:32:18 +0000] "GET /init HTTP/1.1" 200 34 "-" "axios/1.7.2"
::1 - - [22/May/2024:15:32:18 +0000] "GET /api/transactions?month=05&search=product&page=1&perPage=10 HTTP/1.1" 500 109 "-" "axios/1.7.2"
::1 - - [22/May/2024:15:33:11 +0000] "GET /init HTTP/1.1" 200 34 "-" "axios/1.7.2"
::1 - - [22/May/2024:15:33:11 +0000] "GET /api/transactions?month=05&search=product&page=1&perPage=10 HTTP/1.1" 500 109 "-" "axios/1.7.2"
